time_stamp,open,high,low,close,volume
2026-02-27 15:15:00,25168.8,25189.1,25159.35,25181.8,0.0
2026-03-02 09:15:00,24659.25,24958.8,24645.1,24889.4,0.0
2026-03-02 09:30:00,24889.75,24977.6,24885.45,24963.65,0.0
2026-03-02 09:45:00,24964.3,24989.35,24883.2,24945.1,0.0
2026-03-02 10:00:00,24946.2,24953.25,24865.7,24884.85,0.0
2026-03-02 10:15:00,24885.35,24887.85,24853.7,24859.6,0.0
2026-03-02 10:30:00,24860.95,24885.25,24812.25,24813.7,0.0
2026-03-02 10:45:00,24814.8,24859.2,24814.0,24855.15,0.0
2026-03-02 11:00:00,24856.3,24868.7,24839.35,24843.2,0.0
2026-03-02 11:15:00,24844.8,24849.2,24797.55,24803.0,0.0
2026-03-02 11:30:00,24802.8,24825.45,24797.45,24821.6,0.0
2026-03-02 11:45:00,24822.2,24842.8,24782.7,24784.0,0.0
2026-03-02 12:00:00,24784.1,24784.6,24743.25,24744.55,0.0
2026-03-02 12:15:00,24743.5,24756.0,24718.55,24735.65,0.0
2026-03-02 12:30:00,24734.55,24741.25,24684.25,24687.9,0.0
2026-03-02 12:45:00,24687.5,24711.8,24679.1,24697.05,0.0
2026-03-02 13:00:00,24698.95,24706.65,24686.85,24695.5,0.0
2026-03-02 13:15:00,24695.65,24708.8,24671.6,24679.5,0.0
2026-03-02 13:30:00,24677.8,24690.65,24655.55,24675.35,0.0
2026-03-02 13:45:00,24675.15,24678.5,24604.5,24614.75,0.0
2026-03-02 14:00:00,24612.6,24795.5,24603.5,24787.4,0.0
2026-03-02 14:15:00,24787.5,24794.55,24727.8,24730.3,0.0
2026-03-02 14:30:00,24730.9,24879.35,24722.5,24864.85,0.0
2026-03-02 14:45:00,24865.3,24892.4,24815.2,24823.35,0.0
2026-03-02 15:00:00,24824.7,24904.8,24808.35,24904.8,0.0
2026-03-02 15:15:00,24905.25,24914.85,24845.2,24849.75,0.0
2026-03-04 09:15:00,24388.8,24476.95,24315.45,24342.85,0.0
2026-03-04 09:30:00,24344.75,24412.0,24317.15,24408.75,0.0
2026-03-04 09:45:00,24410.95,24416.2,24323.6,24325.9,0.0
2026-03-04 10:00:00,24325.8,24414.8,24305.4,24413.65,0.0
2026-03-04 10:15:00,24412.65,24437.35,24382.6,24419.05,0.0
2026-03-04 10:30:00,24420.0,24420.7,24379.95,24390.75,0.0
2026-03-04 10:45:00,24391.65,24422.4,24375.7,24391.45,0.0
2026-03-04 11:00:00,24392.45,24461.4,24388.6,24435.45,0.0
2026-03-04 11:15:00,24436.15,24438.9,24363.0,24365.55,0.0
2026-03-04 11:30:00,24366.95,24383.35,24354.15,24362.2,0.0
2026-03-04 11:45:00,24364.05,24401.05,24354.3,24374.5,0.0
2026-03-04 12:00:00,24376.85,24402.3,24376.35,24379.85,0.0
2026-03-04 12:15:00,24381.15,24385.6,24362.25,24368.3,0.0
2026-03-04 12:30:00,24368.95,24387.5,24357.75,24382.55,0.0
2026-03-04 12:45:00,24383.35,24428.1,24379.95,24416.8,0.0
2026-03-04 13:00:00,24418.0,24461.0,24414.5,24461.0,0.0
2026-03-04 13:15:00,24461.45,24477.45,24432.3,24451.6,0.0
2026-03-04 13:30:00,24451.25,24466.35,24418.15,24462.6,0.0
2026-03-04 13:45:00,24463.5,24469.85,24415.75,24437.0,0.0
2026-03-04 14:00:00,24437.9,24556.95,24437.55,24554.95,0.0
2026-03-04 14:15:00,24555.35,24574.65,24513.85,24522.5,0.0
2026-03-04 14:30:00,24523.1,24584.15,24502.6,24578.75,0.0
2026-03-04 14:45:00,24579.1,24602.45,24548.0,24582.95,0.0
2026-03-04 15:00:00,24584.45,24584.45,24457.45,24465.95,0.0
2026-03-04 15:15:00,24464.85,24482.15,24451.05,24473.95,0.0
2026-03-05 09:15:00,24615.95,24651.95,24549.1,24568.45,0.0
2026-03-05 09:30:00,24570.6,24599.6,24530.05,24596.2,0.0
2026-03-05 09:45:00,24596.3,24656.7,24583.75,24628.5,0.0
2026-03-05 10:00:00,24628.25,24649.0,24595.15,24596.25,0.0
2026-03-05 10:15:00,24597.05,24608.65,24538.55,24564.55,0.0
2026-03-05 10:30:00,24563.7,24653.95,24550.3,24650.95,0.0
2026-03-05 10:45:00,24651.05,24672.4,24629.25,24666.55,0.0
2026-03-05 11:00:00,24667.2,24672.8,24639.05,24643.2,0.0
2026-03-05 11:15:00,24639.85,24662.95,24607.7,24612.9,0.0
2026-03-05 11:30:00,24613.65,24638.3,24588.55,24590.35,0.0
2026-03-05 11:45:00,24590.75,24597.55,24556.9,24579.1,0.0
2026-03-05 12:00:00,24580.2,24616.3,24574.45,24615.5,0.0
2026-03-05 12:15:00,24615.65,24651.75,24592.9,24648.85,0.0
2026-03-05 12:30:00,24649.15,24665.95,24632.65,24645.8,0.0
2026-03-05 12:45:00,24646.5,24657.6,24619.4,24653.45,0.0
2026-03-05 13:00:00,24653.95,24660.85,24632.55,24639.65,0.0
2026-03-05 13:15:00,24640.7,24651.35,24621.75,24651.0,0.0
2026-03-05 13:30:00,24651.55,24671.3,24605.8,24619.8,0.0
2026-03-05 13:45:00,24619.85,24635.1,24569.75,24573.7,0.0
2026-03-05 14:00:00,24572.5,24586.1,24547.35,24553.75,0.0
2026-03-05 14:15:00,24554.15,24617.4,24529.4,24611.25,0.0
2026-03-05 14:30:00,24611.5,24761.15,24576.45,24726.8,0.0
2026-03-05 14:45:00,24727.05,24854.2,24712.75,24848.95,0.0
2026-03-05 15:00:00,24849.2,24853.25,24714.1,24714.8,0.0
2026-03-05 15:15:00,24716.0,24759.4,24706.05,24737.45,0.0
2026-03-06 09:15:00,24656.4,24700.9,24587.15,24681.2,0.0
2026-03-06 09:30:00,24681.5,24681.5,24639.8,24678.85,0.0
2026-03-06 09:45:00,24678.35,24688.1,24618.85,24625.15,0.0
2026-03-06 10:00:00,24624.3,24661.1,24616.95,24653.35,0.0
2026-03-06 10:15:00,24652.35,24675.65,24647.4,24651.75,0.0
2026-03-06 10:30:00,24652.35,24652.7,24608.75,24620.15,0.0
2026-03-06 10:45:00,24620.8,24622.3,24575.15,24594.65,0.0
2026-03-06 11:00:00,24594.9,24648.7,24594.9,24617.6,0.0
2026-03-06 11:15:00,24617.4,24621.4,24593.9,24607.25,0.0
2026-03-06 11:30:00,24607.75,24654.55,24602.55,24616.4,0.0
2026-03-06 11:45:00,24616.5,24634.9,24611.7,24625.7,0.0
2026-03-06 12:00:00,24625.85,24631.45,24605.45,24608.85,0.0
2026-03-06 12:15:00,24608.6,24623.35,24576.05,24578.3,0.0
2026-03-06 12:30:00,24578.25,24602.0,24578.25,24599.85,0.0
2026-03-06 12:45:00,24599.8,24611.25,24583.8,24603.7,0.0
2026-03-06 13:00:00,24603.6,24614.25,24591.9,24602.65,0.0
2026-03-06 13:15:00,24602.05,24614.85,24593.25,24609.65,0.0
2026-03-06 13:30:00,24609.0,24623.5,24571.55,24594.95,0.0
2026-03-06 13:45:00,24596.6,24596.6,24552.95,24554.9,0.0
2026-03-06 14:00:00,24555.7,24605.7,24543.2,24585.75,0.0
2026-03-06 14:15:00,24587.2,24616.45,24585.45,24593.0,0.0
2026-03-06 14:30:00,24593.45,24602.3,24534.1,24543.45,0.0
2026-03-06 14:45:00,24543.5,24559.75,24445.35,24482.55,0.0
2026-03-06 15:00:00,24481.8,24492.8,24431.3,24441.65,0.0
2026-03-06 15:15:00,24441.1,24474.4,24415.75,24469.4,0.0
2026-03-09 09:15:00,23868.05,23959.7,23697.8,23736.75,0.0
2026-03-09 09:30:00,23736.25,23799.3,23734.8,23735.65,0.0
2026-03-09 09:45:00,23737.4,23786.4,23711.85,23773.9,0.0
2026-03-09 10:00:00,23774.0,23834.15,23750.65,23806.2,0.0
2026-03-09 10:15:00,23805.0,23805.0,23755.85,23781.85,0.0
2026-03-09 10:30:00,23781.15,23791.75,23744.85,23783.4,0.0
2026-03-09 10:45:00,23784.45,23896.0,23750.15,23862.35,0.0
2026-03-09 11:00:00,23866.2,23871.65,23784.45,23819.5,0.0
2026-03-09 11:15:00,23818.45,23888.65,23787.35,23877.25,0.0
2026-03-09 11:30:00,23877.8,23932.0,23863.9,23897.65,0.0
2026-03-09 11:45:00,23897.85,23910.5,23878.75,23887.2,0.0
2026-03-09 12:00:00,23887.5,23888.6,23828.35,23855.35,0.0
2026-03-09 12:15:00,23855.6,23870.85,23839.2,23862.2,0.0
2026-03-09 12:30:00,23862.8,23883.15,23834.1,23873.45,0.0
2026-03-09 12:45:00,23874.65,23914.95,23854.3,23910.95,0.0
2026-03-09 13:00:00,23909.35,23918.2,23863.35,23869.7,0.0
2026-03-09 13:15:00,23870.0,23906.85,23853.85,23882.15,0.0
2026-03-09 13:30:00,23883.6,23937.55,23882.5,23902.85,0.0
2026-03-09 13:45:00,23903.1,23911.55,23876.05,23878.5,0.0
2026-03-09 14:00:00,23878.65,23904.8,23859.6,23883.6,0.0
2026-03-09 14:15:00,23884.55,23917.3,23863.95,23902.5,0.0
2026-03-09 14:30:00,23903.0,23956.3,23895.6,23946.95,0.0
2026-03-09 14:45:00,23947.25,24019.35,23939.3,24011.0,0.0
2026-03-09 15:00:00,24012.3,24078.15,23973.95,24047.7,0.0
2026-03-09 15:15:00,24047.15,24056.15,23994.7,24005.8,0.0
2026-03-10 09:15:00,24280.8,24303.8,24125.15,24159.8,0.0
2026-03-10 09:30:00,24159.35,24164.6,24085.6,24153.45,0.0
2026-03-10 09:45:00,24152.95,24158.3,24079.95,24093.1,0.0
2026-03-10 10:00:00,24092.05,24160.95,24091.3,24151.05,0.0
2026-03-10 10:15:00,24151.5,24213.7,24149.3,24160.6,0.0
2026-03-10 10:30:00,24160.3,24224.8,24159.1,24217.05,0.0
2026-03-10 10:45:00,24217.2,24233.2,24173.95,24197.4,0.0
2026-03-10 11:00:00,24197.6,24224.95,24186.6,24222.4,0.0
2026-03-10 11:15:00,24222.2,24243.5,24206.1,24229.0,0.0
2026-03-10 11:30:00,24229.55,24255.3,24226.95,24250.1,0.0
2026-03-10 11:45:00,24250.0,24250.5,24193.9,24210.65,0.0
2026-03-10 12:00:00,24210.8,24229.45,24172.5,24172.5,0.0
2026-03-10 12:15:00,24173.1,24189.45,24143.05,24162.65,0.0
2026-03-10 12:30:00,24163.3,24191.5,24142.45,24147.05,0.0
2026-03-10 12:45:00,24147.6,24231.35,24142.75,24219.15,0.0
2026-03-10 13:00:00,24219.4,24236.5,24194.9,24209.35,0.0
2026-03-10 13:15:00,24209.9,24225.3,24190.4,24212.6,0.0
2026-03-10 13:30:00,24212.55,24262.85,24212.4,24238.55,0.0
2026-03-10 13:45:00,24238.5,24253.5,24223.5,24233.2,0.0
2026-03-10 14:00:00,24233.45,24294.0,24215.6,24285.95,0.0
2026-03-10 14:15:00,24286.25,24296.65,24221.25,24235.45,0.0
2026-03-10 14:30:00,24235.2,24245.95,24201.95,24224.6,0.0
2026-03-10 14:45:00,24224.85,24278.15,24208.5,24261.45,0.0
2026-03-10 15:00:00,24261.95,24276.25,24217.5,24258.0,0.0
2026-03-10 15:15:00,24257.4,24302.5,24254.0,24286.15,0.0
2026-03-11 09:15:00,24231.85,24299.0,24213.75,24237.35,0.0
2026-03-11 09:30:00,24237.9,24238.25,24172.75,24187.65,0.0
2026-03-11 09:45:00,24188.95,24207.5,24144.65,24153.7,0.0
2026-03-11 10:00:00,24154.6,24161.7,24109.6,24116.5,0.0
2026-03-11 10:15:00,24117.1,24132.25,24103.45,24121.65,0.0
2026-03-11 10:30:00,24122.35,24141.95,24069.85,24074.1,0.0
2026-03-11 10:45:00,24074.0,24104.1,24049.05,24102.95,0.0
2026-03-11 11:00:00,24103.1,24114.1,24063.3,24071.4,0.0
2026-03-11 11:15:00,24073.75,24073.75,24009.2,24033.55,0.0
2026-03-11 11:30:00,24033.9,24034.35,23986.0,24013.55,0.0
2026-03-11 11:45:00,24014.45,24015.95,23971.6,23982.3,0.0
2026-03-11 12:00:00,23982.6,24023.85,23978.8,24011.6,0.0
2026-03-11 12:15:00,24012.55,24024.2,24002.5,24011.9,0.0
2026-03-11 12:30:00,24012.35,24023.65,23969.7,24010.95,0.0
2026-03-11 12:45:00,24011.85,24011.85,23971.15,23973.3,0.0
2026-03-11 13:00:00,23973.8,23993.75,23919.8,23929.65,0.0
2026-03-11 13:15:00,23930.7,23980.65,23913.45,23980.0,0.0
2026-03-11 13:30:00,23980.45,24005.35,23955.85,23957.95,0.0
2026-03-11 13:45:00,23958.45,23966.25,23938.7,23959.2,0.0
2026-03-11 14:00:00,23959.0,23960.9,23929.2,23939.95,0.0
2026-03-11 14:15:00,23940.95,23974.6,23892.0,23974.55,0.0
2026-03-11 14:30:00,23975.8,23977.05,23913.7,23921.3,0.0
2026-03-11 14:45:00,23921.55,23930.4,23871.8,23872.4,0.0
2026-03-11 15:00:00,23874.8,23913.1,23854.35,23861.9,0.0
2026-03-11 15:15:00,23864.2,23879.6,23834.3,23848.2,0.0
2026-03-12 09:15:00,23674.85,23690.85,23556.3,23603.35,0.0
2026-03-12 09:30:00,23600.45,23619.6,23569.4,23602.65,0.0
2026-03-12 09:45:00,23606.2,23696.6,23595.05,23693.8,0.0
2026-03-12 10:00:00,23695.4,23696.75,23605.35,23610.15,0.0
2026-03-12 10:15:00,23610.5,23681.55,23589.9,23666.65,0.0
2026-03-12 10:30:00,23666.35,23721.05,23632.35,23692.7,0.0
2026-03-12 10:45:00,23693.4,23742.15,23669.3,23740.9,0.0
2026-03-12 11:00:00,23741.6,23774.0,23733.95,23741.05,0.0
2026-03-12 11:15:00,23741.75,23756.65,23665.0,23703.3,0.0
2026-03-12 11:30:00,23704.2,23718.25,23676.6,23711.35,0.0
2026-03-12 11:45:00,23712.45,23742.2,23688.1,23739.85,0.0
2026-03-12 12:00:00,23739.45,23750.65,23710.5,23749.35,0.0
2026-03-12 12:15:00,23751.15,23759.2,23721.8,23744.1,0.0
2026-03-12 12:30:00,23744.4,23747.6,23702.3,23715.8,0.0
2026-03-12 12:45:00,23716.7,23731.25,23700.8,23717.0,0.0
2026-03-12 13:00:00,23717.85,23722.4,23656.4,23715.25,0.0
2026-03-12 13:15:00,23718.3,23767.95,23695.8,23764.3,0.0
2026-03-12 13:30:00,23765.25,23833.15,23764.7,23789.9,0.0
2026-03-12 13:45:00,23789.35,23801.25,23738.6,23738.6,0.0
2026-03-12 14:00:00,23740.55,23771.55,23701.95,23738.9,0.0
2026-03-12 14:15:00,23739.35,23758.15,23709.65,23711.8,0.0
2026-03-12 14:30:00,23713.5,23745.15,23667.6,23673.8,0.0
2026-03-12 14:45:00,23673.15,23684.1,23605.55,23639.45,0.0
2026-03-12 15:00:00,23641.1,23679.8,23609.95,23633.9,0.0
2026-03-12 15:15:00,23636.35,23652.15,23624.6,23639.35,0.0
2026-03-13 09:15:00,23462.5,23487.9,23415.25,23469.65,0.0
2026-03-13 09:30:00,23469.8,23492.4,23424.95,23425.25,0.0
2026-03-13 09:45:00,23426.55,23426.85,23344.2,23347.55,0.0
2026-03-13 10:00:00,23349.1,23369.95,23311.85,23329.8,0.0
2026-03-13 10:15:00,23330.95,23357.1,23305.75,23353.45,0.0
2026-03-13 10:30:00,23354.45,23360.0,23313.05,23324.55,0.0
2026-03-13 10:45:00,23325.2,23379.55,23309.3,23372.7,0.0
2026-03-13 11:00:00,23373.8,23374.7,23317.45,23321.65,0.0
2026-03-13 11:15:00,23323.55,23379.2,23309.65,23377.35,0.0
2026-03-13 11:30:00,23378.85,23414.9,23365.35,23407.9,0.0
2026-03-13 11:45:00,23409.35,23410.6,23360.5,23361.2,0.0
2026-03-13 12:00:00,23363.1,23365.45,23317.45,23336.15,0.0
2026-03-13 12:15:00,23338.9,23338.9,23266.1,23278.7,0.0
2026-03-13 12:30:00,23280.05,23281.5,23193.55,23212.4,0.0
2026-03-13 12:45:00,23214.0,23250.2,23210.2,23231.1,0.0
2026-03-13 13:00:00,23232.55,23239.55,23173.55,23175.7,0.0
2026-03-13 13:15:00,23178.35,23192.75,23136.5,23189.35,0.0
2026-03-13 13:30:00,23191.35,23202.65,23131.15,23157.15,0.0
2026-03-13 13:45:00,23159.1,23168.4,23112.0,23118.95,0.0
2026-03-13 14:00:00,23121.65,23205.5,23120.2,23201.85,0.0
2026-03-13 14:15:00,23203.65,23233.5,23182.75,23202.5,0.0
2026-03-13 14:30:00,23204.6,23258.6,23203.6,23224.8,0.0
2026-03-13 14:45:00,23228.7,23231.2,23144.55,23177.9,0.0
2026-03-13 15:00:00,23181.05,23190.55,23125.1,23162.55,0.0
2026-03-13 15:15:00,23161.45,23173.85,23138.5,23170.9,0.0
2026-03-16 09:15:00,23116.1,23248.05,23098.0,23157.75,0.0
2026-03-16 09:30:00,23159.5,23284.65,23158.2,23240.5,0.0
2026-03-16 09:45:00,23240.2,23276.95,23164.7,23167.55,0.0
2026-03-16 10:00:00,23168.8,23210.5,23143.25,23155.2,0.0
2026-03-16 10:15:00,23154.35,23154.35,23024.45,23024.95,0.0
2026-03-16 10:30:00,23026.5,23076.75,23025.95,23052.05,0.0
2026-03-16 10:45:00,23053.5,23064.25,22955.25,23032.25,0.0
2026-03-16 11:00:00,23032.95,23097.45,23012.95,23092.35,0.0
2026-03-16 11:15:00,23093.55,23199.45,23090.7,23172.2,0.0
2026-03-16 11:30:00,23172.75,23218.15,23148.35,23149.5,0.0
2026-03-16 11:45:00,23149.9,23172.0,23138.1,23144.95,0.0
2026-03-16 12:00:00,23144.4,23188.95,23144.4,23162.85,0.0
2026-03-16 12:15:00,23163.3,23196.45,23154.35,23179.4,0.0
2026-03-16 12:30:00,23178.65,23182.55,23114.5,23154.8,0.0
2026-03-16 12:45:00,23154.15,23154.6,23093.25,23132.4,0.0
2026-03-16 13:00:00,23132.75,23172.6,23086.35,23116.8,0.0
2026-03-16 13:15:00,23117.95,23168.95,23115.4,23124.5,0.0
2026-03-16 13:30:00,23123.75,23147.85,23100.7,23108.25,0.0
2026-03-16 13:45:00,23107.45,23142.55,23092.85,23130.8,0.0
2026-03-16 14:00:00,23130.45,23180.7,23116.0,23155.3,0.0
2026-03-16 14:15:00,23155.05,23374.7,23134.6,23347.85,0.0
2026-03-16 14:30:00,23352.85,23450.8,23337.65,23427.85,0.0
2026-03-16 14:45:00,23429.85,23502.0,23411.3,23454.05,0.0
2026-03-16 15:00:00,23455.3,23460.2,23388.75,23435.25,0.0
2026-03-16 15:15:00,23435.8,23436.05,23338.6,23355.6,0.0
2026-03-17 09:15:00,23493.2,23493.2,23346.6,23373.15,0.0
2026-03-17 09:30:00,23376.7,23462.9,23359.5,23453.15,0.0
2026-03-17 09:45:00,23453.45,23501.75,23431.7,23496.75,0.0
2026-03-17 10:00:00,23496.7,23537.1,23496.7,23525.85,0.0
2026-03-17 10:15:00,23525.75,23577.55,23500.2,23501.85,0.0
2026-03-17 10:30:00,23501.7,23510.65,23443.0,23483.9,0.0
2026-03-17 10:45:00,23484.65,23533.9,23475.5,23523.85,0.0
2026-03-17 11:00:00,23524.6,23528.15,23467.4,23471.45,0.0
2026-03-17 11:15:00,23470.45,23479.5,23375.95,23384.35,0.0
2026-03-17 11:30:00,23385.25,23409.9,23355.7,23390.45,0.0
2026-03-17 11:45:00,23390.9,23429.6,23376.05,23415.35,0.0
2026-03-17 12:00:00,23414.75,23450.05,23402.6,23435.15,0.0
2026-03-17 12:15:00,23436.2,23438.3,23381.55,23406.35,0.0
2026-03-17 12:30:00,23407.05,23457.25,23380.35,23450.9,0.0
2026-03-17 12:45:00,23449.3,23496.2,23449.3,23477.55,0.0
2026-03-17 13:00:00,23477.05,23533.5,23476.15,23532.95,0.0
2026-03-17 13:15:00,23533.95,23560.2,23524.85,23541.05,0.0
2026-03-17 13:30:00,23542.5,23592.05,23504.15,23530.75,0.0
2026-03-17 13:45:00,23531.75,23568.3,23531.05,23541.85,0.0
2026-03-17 14:00:00,23542.5,23608.95,23533.4,23600.0,0.0
2026-03-17 14:15:00,23600.4,23606.85,23526.85,23554.05,0.0
2026-03-17 14:30:00,23554.55,23615.35,23554.55,23587.1,0.0
2026-03-17 14:45:00,23588.35,23656.8,23567.55,23654.5,0.0
2026-03-17 15:00:00,23655.2,23655.2,23567.5,23607.05,0.0
2026-03-17 15:15:00,23607.65,23607.65,23546.55,23558.8,0.0
2026-03-18 09:15:00,23632.9,23738.9,23618.45,23715.3,0.0
2026-03-18 09:30:00,23714.8,23735.05,23700.1,23721.75,0.0
2026-03-18 09:45:00,23720.35,23754.65,23669.55,23691.25,0.0
2026-03-18 10:00:00,23691.15,23695.65,23640.7,23664.3,0.0
2026-03-18 10:15:00,23664.95,23737.85,23664.65,23722.95,0.0
2026-03-18 10:30:00,23721.65,23746.0,23713.45,23723.35,0.0
2026-03-18 10:45:00,23721.65,23778.55,23721.1,23770.6,0.0
2026-03-18 11:00:00,23770.8,23791.5,23764.15,23785.3,0.0
2026-03-18 11:15:00,23784.7,23806.4,23770.6,23799.6,0.0
2026-03-18 11:30:00,23798.75,23835.95,23783.1,23817.95,0.0
2026-03-18 11:45:00,23816.9,23822.5,23803.55,23806.3,0.0
2026-03-18 12:00:00,23806.65,23810.8,23772.15,23779.65,0.0
2026-03-18 12:15:00,23779.2,23788.8,23760.9,23767.0,0.0
2026-03-18 12:30:00,23767.15,23789.95,23762.4,23778.2,0.0
2026-03-18 12:45:00,23777.7,23794.5,23764.95,23775.9,0.0
2026-03-18 13:00:00,23775.15,23803.2,23766.4,23803.2,0.0
2026-03-18 13:15:00,23802.4,23836.75,23792.4,23824.35,0.0
2026-03-18 13:30:00,23823.85,23844.8,23816.0,23844.4,0.0
2026-03-18 13:45:00,23845.45,23859.35,23819.05,23833.65,0.0
2026-03-18 14:00:00,23832.5,23851.5,23809.6,23817.65,0.0
2026-03-18 14:15:00,23817.5,23862.25,23811.1,23835.25,0.0
2026-03-18 14:30:00,23836.45,23840.05,23779.7,23780.6,0.0
2026-03-18 14:45:00,23780.55,23808.35,23775.55,23801.8,0.0
